3f7c0fb6-1e77-492b-ad8d-984ffb91b467,BirdVox-DCASE-20k,1
3f7ca34a-39a4-48ec-a416-8d4140eab98e,BirdVox-DCASE-20k,0
3f7df07c-be8e-45ae-a47b-b28025b34daf,BirdVox-DCASE-20k,0
3f80b4c2-7f7a-4757-aaaf-e766ffdbe8d9,BirdVox-DCASE-20k,0
3f857fe6-f9b0-4fb8-aa8b-c838a96d8ebb,BirdVox-DCASE-20k,1
3f86eca2-afe9-481f-a316-87ce2bded28c,BirdVox-DCASE-20k,1
3f8eb432-cde5-436c-a849-50645b49e516,BirdVox-DCASE-20k,0
3f8f5fbb-bbc6-430d-ae93-357535a88738,BirdVox-DCASE-20k,1
3f91d262-9019-458c-a16a-c96d6bb7a8af,BirdVox-DCASE-20k,1
3f937fb8-47ce-4786-a55d-7d1ad635c87a,BirdVox-DCASE-20k,0
3f94efbe-bc6a-4090-ab08-c29b274f057b,BirdVox-DCASE-20k,1
3f95e40d-ab5a-465c-a5aa-5d925b99a6b7,BirdVox-DCASE-20k,0
3f99230b-731c-4019-a30b-4acf211e717e,BirdVox-DCASE-20k,1
3f9d4042-f7b3-40ee-a54b-69c2a2978bf8,BirdVox-DCASE-20k,1
3fa7ca2e-806d-44d6-aef8-406fd03e69a0,BirdVox-DCASE-20k,1
3fa8b8f1-d480-454a-aa51-9f0d02dc5d23,BirdVox-DCASE-20k,1
3fa93609-5004-41d3-af5f-08f6153d6bde,BirdVox-DCASE-20k,1
3faaa867-113f-4efd-ae97-7d39cfcde4ec,BirdVox-DCASE-20k,0
3faddad2-27c0-429a-aa0d-634001f98de1,BirdVox-DCASE-20k,1
3fb0cef9-90e0-416e-a3f7-ea984754026a,BirdVox-DCASE-20k,0
3fbb5d09-491c-41fa-adf8-1c19cb4c54bd,BirdVox-DCASE-20k,1
3fbd32ce-a4cb-429b-a360-0a26e81e4878,BirdVox-DCASE-20k,0
3fbfa6b4-a941-457e-a9eb-d6752e6cd8d8,BirdVox-DCASE-20k,0
3fc1b8c9-799c-4882-a441-4aca5234cd5b,BirdVox-DCASE-20k,0
3fc84c55-a0b4-44ff-a84f-1cc7b11faf13,BirdVox-DCASE-20k,1
3fc8bea6-c67b-4a68-a12a-e777321715f2,BirdVox-DCASE-20k,0
